到期月份,日期,期貨代碼,成交價,成交量
202307,2023-06-27 00:00:06,TX,16863,2
202307,2023-06-27 00:00:06,TX,16862,2
202307,2023-06-27 00:00:06,TX,16862,2
202307,2023-06-27 00:00:06,TX,16862,2
202307,2023-06-27 00:00:06,TX,16862,2
202307,2023-06-27 00:00:06,TX,16861,2
202307,2023-06-27 00:00:06,TX,16861,2
202307,2023-06-27 00:00:07,TX,16862,2
202307,2023-06-27 00:00:07,TX,16861,2
202307,2023-06-27 00:00:07,TX,16861,2
202307,2023-06-27 00:00:07,TX,16861,4
202307,2023-06-27 00:00:07,TX,16861,2
202307,2023-06-27 00:00:07,TX,16861,2
202307,2023-06-27 00:00:08,TX,16861,2
202307,2023-06-27 00:00:14,TX,16860,2
202307,2023-06-27 00:00:17,TX,16861,4
202307,2023-06-27 00:00:30,TX,16863,30
202308,2023-06-27 00:00:42,TX,16825,2
202307,2023-06-27 00:00:45,TX,16864,2
202307,2023-06-27 00:00:45,TX,16864,2
202307,2023-06-27 00:00:45,TX,16864,2
202307,2023-06-27 00:00:45,TX,16864,4
202307,2023-06-27 00:00:45,TX,16864,2
202307,2023-06-27 00:00:45,TX,16864,2
202307,2023-06-27 00:00:46,TX,16864,2
202307,2023-06-27 00:00:55,TX,16863,2
202307,2023-06-27 00:01:04,TX,16863,4
202307,2023-06-27 00:01:04,TX,16863,4
202307,2023-06-27 00:01:04,TX,16863,2
202307,2023-06-27 00:01:04,TX,16864,2
202307,2023-06-27 00:01:09,TX,16863,2
202307,2023-06-27 00:01:10,TX,16863,2
202307,2023-06-27 00:01:14,TX,16863,2
202307,2023-06-27 00:01:14,TX,16863,2
202307,2023-06-27 00:01:21,TX,16862,4
202307,2023-06-27 00:01:21,TX,16861,2
202307,2023-06-27 00:01:21,TX,16861,2
202307,2023-06-27 00:01:21,TX,16861,2
202307,2023-06-27 00:01:22,TX,16862,2
202307,2023-06-27 00:01:23,TX,16862,4
202307,2023-06-27 00:01:24,TX,16861,2
202307,2023-06-27 00:01:26,TX,16860,2
202307,2023-06-27 00:01:26,TX,16860,2
202307,2023-06-27 00:01:26,TX,16860,2
202307,2023-06-27 00:01:26,TX,16860,2
202307,2023-06-27 00:01:26,TX,16860,2
202307,2023-06-27 00:01:26,TX,16860,2
202307,2023-06-27 00:01:26,TX,16860,2
202307,2023-06-27 00:01:26,TX,16860,2
202307,2023-06-27 00:01:26,TX,16860,2
202307,2023-06-27 00:01:26,TX,16860,2
202307,2023-06-27 00:01:31,TX,16861,10
202307,2023-06-27 00:01:32,TX,16861,10
202307,2023-06-27 00:01:41,TX,16861,2
202307,2023-06-27 00:01:41,TX,16861,2
202307,2023-06-27 00:01:42,TX,16861,2
202307,2023-06-27 00:01:43,TX,16860,2
202307,2023-06-27 00:01:43,TX,16860,2
202307,2023-06-27 00:01:55,TX,16862,2
202307,2023-06-27 00:01:55,TX,16862,4
202307,2023-06-27 00:02:12,TX,16861,2
202307,2023-06-27 00:02:12,TX,16861,2
202307,2023-06-27 00:02:12,TX,16861,4
202307,2023-06-27 00:02:13,TX,16860,2
202307,2023-06-27 00:02:13,TX,16860,2
202307,2023-06-27 00:02:13,TX,16860,2
202307,2023-06-27 00:02:13,TX,16860,2
202307,2023-06-27 00:02:13,TX,16860,2
202307,2023-06-27 00:02:13,TX,16860,2
202307,2023-06-27 00:02:17,TX,16860,4
202307,2023-06-27 00:02:20,TX,16859,2
202307,2023-06-27 00:02:20,TX,16859,2
202307,2023-06-27 00:02:20,TX,16859,2
202307,2023-06-27 00:02:20,TX,16859,2
202307,2023-06-27 00:02:20,TX,16859,2
202307,2023-06-27 00:02:21,TX,16858,2
202307,2023-06-27 00:02:34,TX,16858,2
202307,2023-06-27 00:02:34,TX,16858,2
202307,2023-06-27 00:02:42,TX,16858,2
202307,2023-06-27 00:02:42,TX,16858,2
202307,2023-06-27 00:02:46,TX,16858,4
202307,2023-06-27 00:02:49,TX,16857,2
202307,2023-06-27 00:02:49,TX,16857,2
202307,2023-06-27 00:02:49,TX,16857,2
202307,2023-06-27 00:03:03,TX,16856,4
202307,2023-06-27 00:03:03,TX,16856,2
202307,2023-06-27 00:03:05,TX,16855,2
202307,2023-06-27 00:03:05,TX,16855,2
202307,2023-06-27 00:03:10,TX,16857,2
202307,2023-06-27 00:03:10,TX,16857,2
202307,2023-06-27 00:03:20,TX,16856,6
202307,2023-06-27 00:03:20,TX,16856,2
202307,2023-06-27 00:03:20,TX,16856,2
202307,2023-06-27 00:03:20,TX,16856,2
202307,2023-06-27 00:03:20,TX,16856,4
202307,2023-06-27 00:03:20,TX,16856,8
202307,2023-06-27 00:03:20,TX,16856,6
202307,2023-06-27 00:03:20,TX,16856,2
202307,2023-06-27 00:03:20,TX,16856,2
202307,2023-06-27 00:03:20,TX,16856,2
202307,2023-06-27 00:03:20,TX,16856,4
202307,2023-06-27 00:03:20,TX,16856,4
202307,2023-06-27 00:03:20,TX,16856,4
202307,2023-06-27 00:03:20,TX,16856,2
202307,2023-06-27 00:03:20,TX,16856,2
202307,2023-06-27 00:03:20,TX,16856,2
202307,2023-06-27 00:03:20,TX,16856,2
202307,2023-06-27 00:03:20,TX,16856,2
202307,2023-06-27 00:03:20,TX,16856,2
202307,2023-06-27 00:03:20,TX,16856,16
202307,2023-06-27 00:03:21,TX,16856,6
202307,2023-06-27 00:03:24,TX,16855,2
202307,2023-06-27 00:03:24,TX,16855,2
202307,2023-06-27 00:03:24,TX,16855,2
202307,2023-06-27 00:03:24,TX,16855,2
202307,2023-06-27 00:03:24,TX,16855,2
202307,2023-06-27 00:03:24,TX,16855,2
202307,2023-06-27 00:03:24,TX,16855,2
202307,2023-06-27 00:03:24,TX,16854,4
202307,2023-06-27 00:03:24,TX,16854,2
202307,2023-06-27 00:03:24,TX,16854,2
202307,2023-06-27 00:03:25,TX,16854,2
202307,2023-06-27 00:03:25,TX,16854,2
202307,2023-06-27 00:03:25,TX,16854,2
202307,2023-06-27 00:03:31,TX,16855,2
202307,2023-06-27 00:03:33,TX,16855,2
202307,2023-06-27 00:03:40,TX,16856,2
202307,2023-06-27 00:03:46,TX,16856,4
202307,2023-06-27 00:03:58,TX,16857,2
202307,2023-06-27 00:04:01,TX,16856,2
202307,2023-06-27 00:04:19,TX,16857,2
202307,2023-06-27 00:04:19,TX,16857,2
202307,2023-06-27 00:04:19,TX,16857,4
202307,2023-06-27 00:04:19,TX,16857,4
202307,2023-06-27 00:04:19,TX,16858,2
202307,2023-06-27 00:04:24,TX,16858,4
202307,2023-06-27 00:04:24,TX,16858,8
202307,2023-06-27 00:04:33,TX,16859,2
202307,2023-06-27 00:04:49,TX,16859,2
202307,2023-06-27 00:04:49,TX,16860,12
202307,2023-06-27 00:04:52,TX,16858,4
202307,2023-06-27 00:04:52,TX,16858,2
202307,2023-06-27 00:04:52,TX,16858,2
202307,2023-06-27 00:04:55,TX,16857,2
202307,2023-06-27 00:05:01,TX,16856,6
202307,2023-06-27 00:05:03,TX,16855,2
202307,2023-06-27 00:05:03,TX,16855,2
202307,2023-06-27 00:05:03,TX,16855,2
202307,2023-06-27 00:05:03,TX,16855,2
202307,2023-06-27 00:05:06,TX,16854,2
202307,2023-06-27 00:05:06,TX,16854,2
202307,2023-06-27 00:05:06,TX,16854,4
202307,2023-06-27 00:05:06,TX,16854,4
202307,2023-06-27 00:05:06,TX,16854,2
202307,2023-06-27 00:05:06,TX,16854,2
202307,2023-06-27 00:05:06,TX,16853,2
202307,2023-06-27 00:05:06,TX,16853,2
202307,2023-06-27 00:05:06,TX,16853,2
202307,2023-06-27 00:05:06,TX,16853,2
202307,2023-06-27 00:05:06,TX,16853,2
202307,2023-06-27 00:05:06,TX,16853,2
202307,2023-06-27 00:05:06,TX,16853,2
202307,2023-06-27 00:05:06,TX,16853,2
202307,2023-06-27 00:05:06,TX,16853,2
202308,2023-06-27 00:05:06,TX,16815,2
202307,2023-06-27 00:05:07,TX,16852,2
202307,2023-06-27 00:05:07,TX,16851,2
202307,2023-06-27 00:05:07,TX,16851,4
202307,2023-06-27 00:05:07,TX,16851,2
202307,2023-06-27 00:05:07,TX,16851,2
202307,2023-06-27 00:05:07,TX,16851,2
202307,2023-06-27 00:05:07,TX,16851,10
202307,2023-06-27 00:05:07,TX,16851,4
202307,2023-06-27 00:05:07,TX,16851,2
202307,2023-06-27 00:05:07,TX,16851,2
202307,2023-06-27 00:05:07,TX,16851,2
202307,2023-06-27 00:05:09,TX,16851,2
202307,2023-06-27 00:05:09,TX,16851,2
202307,2023-06-27 00:05:09,TX,16851,2
202307,2023-06-27 00:05:09,TX,16851,2
202307,2023-06-27 00:05:10,TX,16850,2
202307,2023-06-27 00:05:10,TX,16850,2
202307,2023-06-27 00:05:16,TX,16850,2
202307,2023-06-27 00:05:16,TX,16851,2
202307,2023-06-27 00:05:16,TX,16851,4
202307,2023-06-27 00:05:16,TX,16851,2
202307,2023-06-27 00:05:16,TX,16851,2
202307,2023-06-27 00:05:16,TX,16851,2
202307,2023-06-27 00:05:17,TX,16851,2
202307,2023-06-27 00:05:20,TX,16852,2
202307,2023-06-27 00:05:20,TX,16852,2
202307,2023-06-27 00:05:20,TX,16853,4
202307,2023-06-27 00:05:24,TX,16853,2
202307,2023-06-27 00:05:24,TX,16853,2
202307,2023-06-27 00:05:25,TX,16853,2
202307,2023-06-27 00:05:25,TX,16852,2
202307,2023-06-27 00:05:29,TX,16853,4
202307,2023-06-27 00:05:30,TX,16854,6
202307,2023-06-27 00:05:31,TX,16853,2
202307,2023-06-27 00:05:34,TX,16852,2
202307,2023-06-27 00:05:34,TX,16852,2
202307,2023-06-27 00:05:34,TX,16852,2
202307,2023-06-27 00:05:34,TX,16851,4
202307,2023-06-27 00:05:37,TX,16851,2
202307,2023-06-27 00:05:39,TX,16851,2
202307,2023-06-27 00:05:45,TX,16851,2
202307,2023-06-27 00:05:45,TX,16851,4
202307,2023-06-27 00:05:45,TX,16851,4
202307,2023-06-27 00:05:47,TX,16851,2
202307,2023-06-27 00:05:47,TX,16850,2
202307,2023-06-27 00:05:47,TX,16851,2
202307,2023-06-27 00:05:49,TX,16850,2
202307,2023-06-27 00:05:49,TX,16850,2
202307,2023-06-27 00:05:49,TX,16850,4
202307,2023-06-27 00:05:49,TX,16850,2
202307,2023-06-27 00:05:49,TX,16850,6
202307,2023-06-27 00:05:49,TX,16850,2
202307,2023-06-27 00:05:49,TX,16850,2
202307,2023-06-27 00:05:49,TX,16850,2
202307,2023-06-27 00:05:49,TX,16850,2
202307,2023-06-27 00:05:49,TX,16850,10
202307,2023-06-27 00:05:49,TX,16850,16
202307,2023-06-27 00:05:49,TX,16850,4
202307,2023-06-27 00:05:49,TX,16850,2
202307,2023-06-27 00:05:49,TX,16850,2
202307,2023-06-27 00:05:49,TX,16849,2
202307,2023-06-27 00:05:49,TX,16849,2
202307,2023-06-27 00:05:49,TX,16849,8
202307,2023-06-27 00:05:49,TX,16849,4
202307,2023-06-27 00:05:50,TX,16848,2
202307,2023-06-27 00:05:50,TX,16848,2
202307,2023-06-27 00:05:50,TX,16848,2
202307,2023-06-27 00:05:50,TX,16848,2
202307,2023-06-27 00:05:50,TX,16848,2
202307,2023-06-27 00:05:50,TX,16848,10
202307,2023-06-27 00:05:50,TX,16847,2
202307,2023-06-27 00:05:51,TX,16847,2
202307,2023-06-27 00:05:51,TX,16847,2
202307,2023-06-27 00:05:51,TX,16847,4
202307,2023-06-27 00:05:51,TX,16847,8
202307,2023-06-27 00:05:51,TX,16848,2
202307,2023-06-27 00:05:51,TX,16847,4
202307,2023-06-27 00:05:51,TX,16847,2
202307,2023-06-27 00:05:51,TX,16847,2
202307,2023-06-27 00:05:52,TX,16846,4
202307,2023-06-27 00:05:52,TX,16846,6
202307,2023-06-27 00:05:52,TX,16846,4
202307,2023-06-27 00:05:52,TX,16846,2
202307,2023-06-27 00:05:53,TX,16846,2
202307,2023-06-27 00:05:56,TX,16845,2
202307,2023-06-27 00:05:57,TX,16846,2
202307,2023-06-27 00:05:57,TX,16846,2
202307,2023-06-27 00:05:57,TX,16846,4
202307,2023-06-27 00:05:57,TX,16846,2
202307,2023-06-27 00:05:59,TX,16846,2
202307,2023-06-27 00:05:59,TX,16846,2
202307,2023-06-27 00:05:59,TX,16846,4
202307,2023-06-27 00:05:59,TX,16846,2
202307,2023-06-27 00:06:03,TX,16846,2
202307,2023-06-27 00:06:03,TX,16845,2
202307,2023-06-27 00:06:03,TX,16845,2
202307,2023-06-27 00:06:03,TX,16845,2
202307,2023-06-27 00:06:03,TX,16845,2
202307,2023-06-27 00:06:05,TX,16846,2
202307,2023-06-27 00:06:07,TX,16845,2
202307,2023-06-27 00:06:07,TX,16846,4
202307,2023-06-27 00:06:07,TX,16846,4
202307,2023-06-27 00:06:07,TX,16846,2
202307,2023-06-27 00:06:08,TX,16846,2
202307,2023-06-27 00:06:08,TX,16846,2
202307,2023-06-27 00:06:08,TX,16847,2
202307,2023-06-27 00:06:08,TX,16846,2
202307,2023-06-27 00:06:08,TX,16847,2
202307,2023-06-27 00:06:09,TX,16846,2
202307,2023-06-27 00:06:09,TX,16846,2
202307,2023-06-27 00:06:11,TX,16848,2
202307,2023-06-27 00:06:11,TX,16848,2
202307,2023-06-27 00:06:12,TX,16847,2
202307,2023-06-27 00:06:12,TX,16847,2
202307,2023-06-27 00:06:13,TX,16847,2
202307,2023-06-27 00:06:13,TX,16847,2
202307,2023-06-27 00:06:15,TX,16848,2
202307,2023-06-27 00:06:15,TX,16848,4
202307,2023-06-27 00:06:15,TX,16847,2
202307,2023-06-27 00:06:15,TX,16849,6
202307,2023-06-27 00:06:15,TX,16850,6
202307,2023-06-27 00:06:17,TX,16849,2
202307,2023-06-27 00:06:17,TX,16849,2
202307,2023-06-27 00:06:17,TX,16850,4
202307,2023-06-27 00:06:18,TX,16850,2
202307,2023-06-27 00:06:18,TX,16850,4
202307,2023-06-27 00:06:21,TX,16849,2
202307,2023-06-27 00:06:21,TX,16850,4
202307,2023-06-27 00:06:22,TX,16850,2
202307,2023-06-27 00:06:23,TX,16848,2
202307,2023-06-27 00:06:24,TX,16850,2
202307,2023-06-27 00:06:25,TX,16850,2
202307,2023-06-27 00:06:25,TX,16850,2
202307,2023-06-27 00:06:26,TX,16851,2
202307,2023-06-27 00:06:28,TX,16850,2
202307,2023-06-27 00:06:30,TX,16850,2
202307,2023-06-27 00:06:30,TX,16850,4
202307,2023-06-27 00:06:30,TX,16850,2
202307,2023-06-27 00:06:30,TX,16850,2
202307,2023-06-27 00:06:42,TX,16848,4
202307,2023-06-27 00:06:44,TX,16849,2
202307,2023-06-27 00:06:44,TX,16849,2
202307,2023-06-27 00:06:44,TX,16849,2
202307,2023-06-27 00:06:44,TX,16849,2
202307,2023-06-27 00:06:49,TX,16849,2
202307,2023-06-27 00:06:49,TX,16849,2
202307,2023-06-27 00:06:54,TX,16850,2
202307,2023-06-27 00:06:54,TX,16850,8
202307,2023-06-27 00:06:55,TX,16851,2
202307,2023-06-27 00:06:55,TX,16851,2
202307,2023-06-27 00:06:57,TX,16851,2
202307,2023-06-27 00:07:05,TX,16851,6
202307,2023-06-27 00:07:05,TX,16851,4
202307,2023-06-27 00:07:13,TX,16850,2
202307,2023-06-27 00:07:13,TX,16850,10
202307,2023-06-27 00:07:15,TX,16849,2
202307,2023-06-27 00:07:15,TX,16849,2
202307,2023-06-27 00:07:15,TX,16849,6
202307,2023-06-27 00:07:33,TX,16849,2
202307,2023-06-27 00:07:33,TX,16848,2
202307,2023-06-27 00:07:33,TX,16848,2
202307,2023-06-27 00:07:33,TX,16847,2
202307,2023-06-27 00:07:35,TX,16846,2
202307,2023-06-27 00:07:39,TX,16846,6
202307,2023-06-27 00:07:40,TX,16846,2
202307,2023-06-27 00:07:40,TX,16847,4
202307,2023-06-27 00:07:40,TX,16846,4
202307,2023-06-27 00:07:40,TX,16846,2
202307,2023-06-27 00:07:40,TX,16846,4
202307,2023-06-27 00:07:40,TX,16846,2
202307,2023-06-27 00:07:40,TX,16846,2
202307,2023-06-27 00:07:40,TX,16846,2
202307,2023-06-27 00:07:40,TX,16846,4
202307,2023-06-27 00:07:40,TX,16846,2
202307,2023-06-27 00:07:40,TX,16846,2
202307,2023-06-27 00:07:40,TX,16846,2
202307,2023-06-27 00:07:40,TX,16846,8
202307,2023-06-27 00:07:40,TX,16846,2
202307,2023-06-27 00:07:40,TX,16846,2
202307,2023-06-27 00:07:45,TX,16845,2
202307,2023-06-27 00:07:45,TX,16845,2
202307,2023-06-27 00:07:45,TX,16845,2
202307,2023-06-27 00:07:45,TX,16845,2
202307,2023-06-27 00:07:45,TX,16845,2
202307,2023-06-27 00:07:47,TX,16845,8
202307,2023-06-27 00:07:47,TX,16845,2
202307,2023-06-27 00:07:47,TX,16845,2
202307,2023-06-27 00:07:47,TX,16845,2
202307,2023-06-27 00:07:48,TX,16845,2
202307,2023-06-27 00:07:48,TX,16845,2
202307,2023-06-27 00:07:50,TX,16845,2
202307,2023-06-27 00:07:51,TX,16844,2
202307,2023-06-27 00:07:51,TX,16844,2
202307,2023-06-27 00:07:53,TX,16845,2
202307,2023-06-27 00:07:53,TX,16845,2
202307,2023-06-27 00:07:53,TX,16845,4
202307,2023-06-27 00:07:53,TX,16845,2
202307,2023-06-27 00:07:55,TX,16845,2
202307,2023-06-27 00:07:55,TX,16846,2
202307,2023-06-27 00:07:55,TX,16846,2
202307,2023-06-27 00:07:56,TX,16846,4
202307,2023-06-27 00:08:01,TX,16845,2
202307,2023-06-27 00:08:01,TX,16846,2
202307,2023-06-27 00:08:04,TX,16844,2
202307,2023-06-27 00:08:04,TX,16844,6
202307,2023-06-27 00:08:04,TX,16844,2
202307,2023-06-27 00:08:04,TX,16844,2
202307,2023-06-27 00:08:04,TX,16844,2
202307,2023-06-27 00:08:11,TX,16844,2
202307,2023-06-27 00:08:12,TX,16844,2
202307,2023-06-27 00:08:12,TX,16844,2
202307,2023-06-27 00:08:12,TX,16844,4
202307,2023-06-27 00:08:12,TX,16844,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16843,2
202307,2023-06-27 00:08:13,TX,16842,2
202307,2023-06-27 00:08:13,TX,16842,2
202307,2023-06-27 00:08:14,TX,16842,2
202307,2023-06-27 00:08:14,TX,16842,2
202307,2023-06-27 00:08:14,TX,16842,2
202307,2023-06-27 00:08:14,TX,16842,2
202307,2023-06-27 00:08:14,TX,16842,2
202307,2023-06-27 00:08:14,TX,16842,2
202307,2023-06-27 00:08:14,TX,16842,2
202307,2023-06-27 00:08:14,TX,16842,2
202307,2023-06-27 00:08:14,TX,16843,2
202307,2023-06-27 00:08:14,TX,16843,8
202307,2023-06-27 00:08:14,TX,16843,2
202307,2023-06-27 00:08:14,TX,16843,2
202307,2023-06-27 00:08:16,TX,16843,2
202307,2023-06-27 00:08:16,TX,16843,2
202307,2023-06-27 00:08:18,TX,16843,2
202307,2023-06-27 00:08:18,TX,16843,2
202307,2023-06-27 00:08:20,TX,16843,4
202307,2023-06-27 00:08:20,TX,16843,2
202307,2023-06-27 00:08:21,TX,16844,2
202307,2023-06-27 00:08:21,TX,16843,4
202307,2023-06-27 00:08:21,TX,16843,4
202307,2023-06-27 00:08:21,TX,16843,2
202307,2023-06-27 00:08:28,TX,16844,8
202307,2023-06-27 00:08:29,TX,16843,2
202307,2023-06-27 00:08:31,TX,16843,2
202307,2023-06-27 00:08:31,TX,16843,2
202307,2023-06-27 00:08:31,TX,16843,2
202307,2023-06-27 00:08:34,TX,16843,2
202307,2023-06-27 00:08:34,TX,16843,2
202307,2023-06-27 00:08:34,TX,16842,2
202308,2023-06-27 00:08:34,TX,16805,2
202308,2023-06-27 00:08:34,TX,16805,2
202307,2023-06-27 00:08:35,TX,16843,2
202307,2023-06-27 00:08:36,TX,16843,2
202307,2023-06-27 00:08:36,TX,16843,2
202307,2023-06-27 00:08:38,TX,16842,2
202307,2023-06-27 00:08:39,TX,16843,4
202307,2023-06-27 00:08:42,TX,16843,4
202307,2023-06-27 00:08:42,TX,16843,2
202307,2023-06-27 00:08:43,TX,16842,2
202307,2023-06-27 00:08:43,TX,16842,2
202307,2023-06-27 00:08:43,TX,16842,2
202307,2023-06-27 00:08:43,TX,16842,2
202307,2023-06-27 00:08:43,TX,16842,2
202307,2023-06-27 00:08:43,TX,16841,2
202307,2023-06-27 00:08:43,TX,16841,2
202307,2023-06-27 00:08:43,TX,16841,2
202307,2023-06-27 00:08:45,TX,16843,2
202307,2023-06-27 00:08:45,TX,16843,2
202307,2023-06-27 00:08:48,TX,16844,2
202307,2023-06-27 00:08:48,TX,16844,2
202307,2023-06-27 00:08:48,TX,16844,8
202307,2023-06-27 00:08:49,TX,16843,2
202307,2023-06-27 00:08:49,TX,16843,2
202307,2023-06-27 00:08:49,TX,16843,2
202307,2023-06-27 00:08:51,TX,16843,2
202307,2023-06-27 00:08:51,TX,16843,2
202307,2023-06-27 00:08:58,TX,16844,6
202307,2023-06-27 00:08:58,TX,16844,2
202307,2023-06-27 00:08:58,TX,16843,2
202307,2023-06-27 00:09:00,TX,16844,2
202307,2023-06-27 00:09:02,TX,16844,2
202308,2023-06-27 00:09:08,TX,16805,2
202307,2023-06-27 00:09:09,TX,16843,2
202307,2023-06-27 00:09:09,TX,16843,2
202307,2023-06-27 00:09:09,TX,16843,2
202307,2023-06-27 00:09:17,TX,16843,2
202307,2023-06-27 00:09:20,TX,16843,2
202307,2023-06-27 00:09:20,TX,16843,2
202307,2023-06-27 00:09:21,TX,16843,4
202307,2023-06-27 00:09:23,TX,16843,2
202307,2023-06-27 00:09:24,TX,16842,2
202307,2023-06-27 00:09:25,TX,16844,10
202307,2023-06-27 00:09:25,TX,16844,10
202307,2023-06-27 00:09:25,TX,16844,8
202307,2023-06-27 00:09:25,TX,16845,2
202307,2023-06-27 00:09:25,TX,16844,8
202307,2023-06-27 00:09:25,TX,16845,22
202307,2023-06-27 00:09:26,TX,16843,2
202307,2023-06-27 00:09:26,TX,16843,2
202307,2023-06-27 00:09:26,TX,16843,2
202307,2023-06-27 00:09:27,TX,16844,4
202307,2023-06-27 00:09:28,TX,16843,2
202307,2023-06-27 00:09:28,TX,16843,4
202307,2023-06-27 00:09:29,TX,16843,2
202307,2023-06-27 00:09:29,TX,16843,2
202307,2023-06-27 00:09:29,TX,16843,2
202307,2023-06-27 00:09:30,TX,16844,4
202307,2023-06-27 00:09:30,TX,16843,2
202307,2023-06-27 00:09:31,TX,16843,2
202307,2023-06-27 00:09:31,TX,16843,4
202307,2023-06-27 00:09:32,TX,16843,4
202307,2023-06-27 00:09:32,TX,16843,2
202307,2023-06-27 00:09:33,TX,16844,2
202307,2023-06-27 00:09:33,TX,16844,6
202307,2023-06-27 00:09:34,TX,16844,4
202307,2023-06-27 00:09:34,TX,16844,4
202307,2023-06-27 00:09:45,TX,16845,2
202307,2023-06-27 00:09:45,TX,16845,2
202307,2023-06-27 00:09:52,TX,16846,4
202307,2023-06-27 00:09:52,TX,16844,2
202307,2023-06-27 00:09:52,TX,16844,2
202307,2023-06-27 00:10:00,TX,16844,2
202307,2023-06-27 00:10:00,TX,16844,2
202307,2023-06-27 00:10:00,TX,16844,2
202307,2023-06-27 00:10:00,TX,16844,4
202307,2023-06-27 00:10:00,TX,16843,2
202307,2023-06-27 00:10:00,TX,16843,2
202307,2023-06-27 00:10:00,TX,16844,12
202307,2023-06-27 00:10:00,TX,16843,2
202307,2023-06-27 00:10:00,TX,16843,6
202307,2023-06-27 00:10:00,TX,16843,4
202307,2023-06-27 00:10:00,TX,16843,2
202307,2023-06-27 00:10:00,TX,16843,2
202307,2023-06-27 00:10:00,TX,16843,2
202307,2023-06-27 00:10:00,TX,16843,2
202307,2023-06-27 00:10:02,TX,16843,2
202307,2023-06-27 00:10:02,TX,16843,2
202307,2023-06-27 00:10:02,TX,16843,2
202307,2023-06-27 00:10:05,TX,16844,4
202307,2023-06-27 00:10:06,TX,16843,2
202307,2023-06-27 00:10:12,TX,16844,2
202307,2023-06-27 00:10:15,TX,16843,2
202307,2023-06-27 00:10:17,TX,16843,2
202307,2023-06-27 00:10:17,TX,16843,2
202307,2023-06-27 00:10:18,TX,16842,12
202307,2023-06-27 00:10:20,TX,16843,2
202307,2023-06-27 00:10:20,TX,16842,6
202309,2023-06-27 00:10:20,TX,16779,2
202312,2023-06-27 00:10:20,TX,16731,2
202307,2023-06-27 00:10:22,TX,16842,2
202307,2023-06-27 00:10:22,TX,16842,2
202307,2023-06-27 00:10:22,TX,16842,8
202307,2023-06-27 00:10:22,TX,16842,2
202307,2023-06-27 00:10:22,TX,16842,2
202307,2023-06-27 00:10:30,TX,16842,2
202307,2023-06-27 00:10:32,TX,16842,2
202307,2023-06-27 00:10:33,TX,16842,2
202307,2023-06-27 00:10:33,TX,16842,2
202307,2023-06-27 00:10:33,TX,16842,2
202307,2023-06-27 00:10:34,TX,16842,4
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,4
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,10
202307,2023-06-27 00:10:35,TX,16841,4
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202307,2023-06-27 00:10:35,TX,16841,2
202308,2023-06-27 00:10:35,TX,16803,2
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:36,TX,16840,4
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:36,TX,16840,2
202307,2023-06-27 00:10:37,TX,16840,2
202307,2023-06-27 00:10:38,TX,16840,2
202307,2023-06-27 00:10:38,TX,16841,6
202307,2023-06-27 00:10:38,TX,16840,2
202307,2023-06-27 00:10:38,TX,16840,2
202308,2023-06-27 00:10:38,TX,16800,2
202307,2023-06-27 00:10:40,TX,16840,2
202307,2023-06-27 00:10:40,TX,16840,2
202307,2023-06-27 00:10:40,TX,16840,2
202307,2023-06-27 00:10:40,TX,16840,2
202307,2023-06-27 00:10:40,TX,16840,2
202307,2023-06-27 00:10:40,TX,16840,2
202307,2023-06-27 00:10:40,TX,16840,4
202307,2023-06-27 00:10:40,TX,16840,4
