"status","products","customerInviters","date","platformProfit","inviterProfit","customerID","shippingInfo","amount","uid","year","month","day"
"Settle","[object Object],[object Object]","bSuD1oG5MhQZ2e3MrLelOrrEtoj1,J64Vlg7b1tTfJYxwqAGRYN0p7v53","Wed Sep 06 2023","2400","800","T27k3PPoeXhn2joRv84pJTUQIgo1","[object Object]","4000","uvSrwUU9zcZiJexWNBUO","2023","Sep","06"
